date,activity,calories,distance,intensity,total_time
2017-12-29T05:01:00.000Z,Sleep.deep,11.676058769226074,17.0,Active,26940.0
2017-12-29T05:01:00.000Z,Sleep.light,63.050716400146484,17.0,Active,26940.0
2017-12-24T05:01:00.000Z,Sleep.light,9.340847969055176,210.91287231445312,Active,44660.563
2017-12-24T05:01:00.000Z,Sleep.deep,73.55917358398438,210.91287231445312,Active,44660.563
2017-12-24T05:01:00.000Z,Sleep.light,46.7042350769043,210.91287231445312,Active,44660.563
2017-12-24T05:01:00.000Z,Sleep.deep,64.21832275390625,210.91287231445312,Active,44660.563
2017-12-24T05:01:00.000Z,Sleep.light,149.4535675048828,210.91287231445312,Active,44660.563
2017-12-24T05:01:00.000Z,Sleep.deep,15.178875923156738,210.91287231445312,Active,44660.563
2017-12-24T05:01:00.000Z,Sleep.light,17.514087677001953,210.91287231445312,Active,44660.563
2017-12-24T05:01:00.000Z,Sleep.deep,17.514087677001953,210.91287231445312,Active,44660.563
2017-12-24T05:01:00.000Z,Sleep.light,77.0619888305664,210.91287231445312,Active,44660.563
2018-02-04T14:20:10.016Z,Walking,161.02838134765625,877.3356416830793,Active,5506.966
2016-01-17T14:40:01.325Z,Walking,,,Active,21.165
2016-01-17T14:40:23.815Z,Walking,0.0,2188.4268188476562,Active,2340.267312
2016-01-17T15:16:40.779Z,Walking,0.0,218.0,Active,182.166
2016-01-17T15:20:52.977Z,Walking,,,Active,61.967
2017-12-22T18:07:00.000Z,Walking,21.453598022460938,119.12994408607483,Active,240.0
2018-02-19T19:53:00.000Z,Walking,53.63398742675781,615.0000562667847,Active,600.0
2019-09-14T03:51:23.279Z,Walking,13.188615798950195,45.254844665527344,Active,155.012
2019-09-14T03:53:58.291Z,Walking,3.004196286201477,14.288309097290039,Active,121.061
2019-09-14T03:55:59.352Z,Walking,31.024879455566406,507.0846242904663,Active,364.65
2019-09-14T04:02:04.002Z,Walking,21.00128746032715,325.5405607223511,Active,246.838
2019-09-14T04:06:10.840Z,Walking,52.855533599853516,705.8566559553146,Active,621.236
2019-01-19T14:36:49.944Z,Biking,89.46553802490234,68.49999666213989,Active,998.954
2019-03-03T18:57:52.786Z,Walking,78.94084930419922,565.3036341667175,Active,927.829
2019-05-12T20:00:10.148Z,Walking,94.77040100097656,55.31147527694702,Active,1113.881
2019-02-13T22:52:50.970Z,Walking,81.21805572509766,414.8106441497803,Active,954.594
2018-09-20T17:16:06.629Z,Walking,97.94538116455078,737.945894241333,Active,1151.198
2017-12-02T15:46:00.000Z,Running,109.5,231.0,Active,720.0
2018-01-19T18:53:00.000Z,Running,42.342628479003906,119.0,Active,240.0
2016-02-26T22:07:27.944Z,Walking,,,Active,2.729
